"Urząd";"Numer na karcie do głosowania";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Wykształcenie";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Przynależność do partii";"Liczba głosów";"Procent głosów";"Czy uzyskał mandat";"Obszar";"TERYT";"Płeć";"Liczba głosów ważnych na wszystkich kandydatów"
"Wójt Gminy Paszowice";1;"KUKLA Barbara";"KOMITET WYBORCZY WYBORCÓW BARBARY KUKLI";"KWW BARBARY KUKLI";63;"wyższe";"Jawor";"020501";"m. Jawor";"";"nie należy do partii politycznej";;;;"gm. Paszowice";"020505";"Kobieta";
"Wójt Gminy Paszowice";2;"OSZCZĘDA Sebastian Paweł";"KOMITET WYBORCZY WYBORCÓW SEBASTIANA OSZCZĘDY";"KWW SEBASTIANA OSZCZĘDY";46;"wyższe";"Sokola";"020505";"gm. Paszowice";"";"nie należy do partii politycznej";;;;"gm. Paszowice";"020505";"Mężczyzna";
"Wójt Gminy Paszowice";3;"ROKOSZ Beata Józefa";"KOMITET WYBORCZY WYBORCÓW BEATY ROKOSZ";"KWW BEATY ROKOSZ";52;"średnie";"Paszowice";"020505";"gm. Paszowice";"";"nie należy do partii politycznej";;;;"gm. Paszowice";"020505";"Kobieta";
"Wójt Gminy Wądroże Wielkie";1;"JEDLECKA Elżbieta Barbara";"KOMITET WYBORCZY WYBORCÓW ELŻBIETA JEDLECKA";"KWW ELŻBIETA JEDLECKA";50;"wyższe";"Mierczyce";"020506";"gm. Wądroże Wielkie";"";"nie należy do partii politycznej";;;;"gm. Wądroże Wielkie";"020506";"Kobieta";
"Wójt Gminy Wądroże Wielkie";2;"OLEJNIK Marcin";"KOMITET WYBORCZY WYBORCÓW SAMI SWOI GMINY WĄDROŻE WIELKIE";"KWW SAMI SWOI GMINY WĄDROŻE WIELKIE";35;"gimnazjalne";"Kępy";"020506";"gm. Wądroże Wielkie";"";"nie należy do partii politycznej";;;;"gm. Wądroże Wielkie";"020506";"Mężczyzna";
"Wójt Gminy Wądroże Wielkie";3;"SZWEDO Krzysztof Adam";"KOMITET WYBORCZY WYBORCÓW SZWEDO";"KWW SZWEDO";47;"średnie";"Budziszów Mały";"020506";"gm. Wądroże Wielkie";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Wądroże Wielkie";"020506";"Mężczyzna";
"Burmistrz Karpacza";1;"FRYTZ Tobiasz Michał";"KOMITET WYBORCZY WYBORCÓW TOBIASZ FRYTZ - KARPACZ DLA MIESZKAŃCÓW";"KWW KARPACZ DLA MIESZKAŃCÓW";41;"wyższe";"Karpacz";"020601";"m. Karpacz";"";"nie należy do partii politycznej";;;;"m. Karpacz";"020601";"Mężczyzna";
"Burmistrz Karpacza";2;"JĘCEK Radosław Adrian";"KOMITET WYBORCZY WYBORCÓW „AKTYWNY KARPACZ”";"KWW AKTYWNY KARPACZ";49;"wyższe";"Karpacz";"020601";"m. Karpacz";"";"nie należy do partii politycznej";;;;"m. Karpacz";"020601";"Mężczyzna";
"Burmistrz Karpacza";3;"KOSTKA Krzysztof";"KOMITET WYBORCZY WYBORCÓW KARPACZ WSPÓLNA SPRAWA";"KWW KARPACZ WSPÓLNA SPRAWA";53;"wyższe";"Karpacz";"020601";"m. Karpacz";"";"nie należy do partii politycznej";;;;"m. Karpacz";"020601";"Mężczyzna";
"Burmistrz Miasta Kowary";1;"SOLARZ Ewa Izabella";"KOMITET WYBORCZY WYBORCÓW EWY SOLARZ";"KWW EWY SOLARZ";55;"wyższe";"Kowary";"020602";"m. Kowary";"";"nie należy do partii politycznej";;;;"m. Kowary";"020602";"Kobieta";
"Burmistrz Miasta Kowary";2;"ZAKRZEWSKA Elżbieta";"KOMITET WYBORCZY WYBORCÓW ELŻBIETY ZAKRZEWSKIEJ";"KWW ELŻBIETY ZAKRZEWSKIEJ";61;"wyższe";"Kowary";"020602";"m. Kowary";"";"członek partii politycznej: Unia Pracy";;;;"m. Kowary";"020602";"Kobieta";
"Burmistrz Miasta Piechowice";1;"BURCHACKI Radosław Antoni";"KOMITET WYBORCZY WYBORCÓW - PIECHOWICE 2024";"KWW - PIECHOWICE 2024";48;"wyższe";"Piechowice";"020603";"m. Piechowice";"";"nie należy do partii politycznej";;;;"m. Piechowice";"020603";"Mężczyzna";
"Burmistrz Miasta Piechowice";2;"KUBIELSKI Jacek";"KOMITET WYBORCZY WYBORCÓW JACKA KUBIELSKIEGO";"KWW JACKA KUBIELSKIEGO";61;"wyższe";"Jelenia Góra";"026101";"m. Jelenia Góra";"";"nie należy do partii politycznej";;;;"m. Piechowice";"020603";"Mężczyzna";
"Burmistrz Miasta Piechowice";3;"PIRÓG Dorota Ewa";"KOMITET WYBORCZY WYBORCÓW DOROTY PIRÓG";"KWW DOROTY PIRÓG";50;"wyższe";"Piechowice";"020603";"m. Piechowice";"";"nie należy do partii politycznej";;;;"m. Piechowice";"020603";"Kobieta";
"Burmistrz Szklarskiej Poręby";1;"BIELAŃCZYK Piotr";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";51;"średnie";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"";"nie należy do partii politycznej";;;;"m. Szklarska Poręba";"020604";"Mężczyzna";
"Burmistrz Szklarskiej Poręby";2;"GRAF Mirosław";"KOMITET WYBORCZY WYBORCÓW GOSPODARNI DLA MIASTA 2.0.";"KWW GOSPODARNI 2.0.";64;"wyższe";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"m. Szklarska Poręba";"020604";"Mężczyzna";
"Burmistrz Szklarskiej Poręby";3;"KOZINA Stanisław Andrzej";"KOMITET WYBORCZY WYBORCÓW STANISŁAWA KOZINY";"KWW STANISŁAWA KOZINY";54;"wyższe";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"";"nie należy do partii politycznej";;;;"m. Szklarska Poręba";"020604";"Mężczyzna";
"Burmistrz Szklarskiej Poręby";4;"LICHOCKI Janusz Henryk";"KOMITET WYBORCZY WYBORCÓW PRZYSZŁOŚĆ W NASZYCH RĘKACH";"KWW PRZYSZŁOŚĆ W NASZYCH RĘKACH";47;"wyższe";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"";"nie należy do partii politycznej";;;;"m. Szklarska Poręba";"020604";"Mężczyzna";
"Burmistrz Szklarskiej Poręby";5;"POPŁOŃSKI Paweł Krzysztof";"KOMITET WYBORCZY WYBORCÓW LEPSZA SZKLARSKA PORĘBA";"KWW LEPSZA SZKLARSKA PORĘBA";46;"wyższe";"Szklarska Poręba";"020604";"m. Szklarska Poręba";"";"nie należy do partii politycznej";;;;"m. Szklarska Poręba";"020604";"Mężczyzna";
"Wójt Gminy Janowice Wielkie";1;"GOŁĘBSKI Piotr Oskar";"KOMITET WYBORCZY WYBORCÓW PIOTRA GOŁĘBSKIEGO NOWE OTWARCIE DLA GMINY JANOWICE WIELKIE";"KWW PIOTRA GOŁĘBSKIEGO NOWE OTWARCIE";37;"średnie techniczne";"Janowice Wielkie";"020605";"gm. Janowice Wielkie";"";"nie należy do partii politycznej";;;;"gm. Janowice Wielkie";"020605";"Mężczyzna";
"Wójt Gminy Janowice Wielkie";2;"LESIŃSKI Piotr";"KOMITET WYBORCZY WYBORCÓW PIOTR LESIŃSKI";"KWW PIOTR LESIŃSKI";56;"wyższe";"Janowice Wielkie";"020605";"gm. Janowice Wielkie";"";"nie należy do partii politycznej";;;;"gm. Janowice Wielkie";"020605";"Mężczyzna";
"Wójt Gminy Janowice Wielkie";3;"PAWŁOWICZ Anita Maria";"KOMITET WYBORCZY WYBORCÓW ANITY PAWŁOWICZ 2024";"KWW ANITY PAWŁOWICZ 2024";50;"wyższe";"Janowice Wielkie";"020605";"gm. Janowice Wielkie";"";"nie należy do partii politycznej";;;;"gm. Janowice Wielkie";"020605";"Kobieta";
"Wójt Gminy Janowice Wielkie";4;"ZAWADZKI Krzysztof Marek";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA WSPÓLNYM DOBREM KRZYSZTOF ZAWADZKI";"KWW NASZA GMINA WSPÓLNYM DOBREM K.ZAWADZKI";45;"wyższe";"Radomierz";"020605";"gm. Janowice Wielkie";"";"nie należy do partii politycznej";;;;"gm. Janowice Wielkie";"020605";"Mężczyzna";
"Wójt Gminy Jeżów Sudecki";1;"BRZOZOWSKA Bożena Maria";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";65;"wyższe";"Dziwiszów";"020606";"gm. Jeżów Sudecki";"";"nie należy do partii politycznej";;;;"gm. Jeżów Sudecki";"020606";"Kobieta";
"Wójt Gminy Jeżów Sudecki";2;"DUDEK Edward Jan";"KOMITET WYBORCZY WYBORCÓW SAMORZĄDNOŚĆ 2024";"KWW SAMORZĄDNOŚĆ 2024";59;"wyższe";"Jeżów Sudecki";"020606";"gm. Jeżów Sudecki";"";"nie należy do partii politycznej";;;;"gm. Jeżów Sudecki";"020606";"Mężczyzna";
"Wójt Gminy Jeżów Sudecki";3;"KONIECZYŃSKA Anna Ewa";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";54;"wyższe";"Dziwiszów";"020606";"gm. Jeżów Sudecki";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Jeżów Sudecki";"020606";"Kobieta";
"Wójt Gminy Jeżów Sudecki";4;"SZATKOWSKI Jarosław Andrzej";"KOMITET WYBORCZY WYBORCÓW „CZAS NA NOWYCH LUDZI”";"KWW „CZAS NA NOWYCH LUDZI”";52;"wyższe";"Jeżów Sudecki";"020606";"gm. Jeżów Sudecki";"";"nie należy do partii politycznej";;;;"gm. Jeżów Sudecki";"020606";"Mężczyzna";
"Wójt Gminy Mysłakowice";1;"NYC Piotr";"KOMITET WYBORCZY WYBORCÓW PIOTRA NYCA";"KWW PIOTRA NYCA";59;"wyższe";"Kostrzyca";"020607";"gm. Mysłakowice";"";"nie należy do partii politycznej";;;;"gm. Mysłakowice";"020607";"Mężczyzna";
"Wójt Gminy Mysłakowice";2;"ORMAN Michał";"KOMITET WYBORCZY WYBORCÓW MICHAŁA ORMANA";"KWW MICHAŁA ORMANA";50;"wyższe";"Ścięgny";"020608";"gm. Podgórzyn";"";"nie należy do partii politycznej";;;;"gm. Mysłakowice";"020607";"Mężczyzna";
"Wójt Gminy Podgórzyn";1;"KALATA Mirosław";"KOMITET WYBORCZY WYBORCÓW MIROSŁAWA KALATY";"KWW MIROSŁAWA KALATY";44;"wyższe";"Sosnówka";"020608";"gm. Podgórzyn";"";"nie należy do partii politycznej";;;;"gm. Podgórzyn";"020608";"Mężczyzna";
"Wójt Gminy Podgórzyn";2;"KUROWSKA Anna Maria";"KOMITET WYBORCZY WYBORCÓW ANNY KUROWSKIEJ";"KWW ANNY KUROWSKIEJ";50;"średnie";"Przesieka";"020608";"gm. Podgórzyn";"";"nie należy do partii politycznej";;;;"gm. Podgórzyn";"020608";"Kobieta";
"Wójt Gminy Stara Kamienica";1;"MAREK Mariusz Krzysztof";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA STARA KAMIENICA";"KWW NASZA GMINA STARA KAMIENICA";46;"wyższe";"Kopaniec";"020609";"gm. Stara Kamienica";"";"nie należy do partii politycznej";;;;"gm. Stara Kamienica";"020609";"Mężczyzna";
"Burmistrz Miasta Kamienna Góra";1;"CHODASEWICZ Janusz Witold";"KOMITET WYBORCZY WYBORCÓW JANUSZA CHODASEWICZA „LEPSZE MIASTO”";"KWW JANUSZA CHODASEWICZA „LEPSZE MIASTO”";65;"wyższe";"Kamienna Góra";"020701";"m. Kamienna Góra";"";"nie należy do partii politycznej";;;;"m. Kamienna Góra";"020701";"Mężczyzna";
"Burmistrz Miasta Kamienna Góra";2;"DYBIEC Arkadiusz Andrzej";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";50;"wyższe";"Kamienna Góra";"020701";"m. Kamienna Góra";"";"nie należy do partii politycznej";;;;"m. Kamienna Góra";"020701";"Mężczyzna";
"Burmistrz Miasta Kamienna Góra";3;"SŁAWIŃSKI Łukasz";"KOMITET WYBORCZY WYBORCÓW ŁUKASZA SŁAWIŃSKIEGO";"KWW ŁUKASZA SŁAWIŃSKIEGO";42;"wyższe";"Kamienna Góra";"020701";"m. Kamienna Góra";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"m. Kamienna Góra";"020701";"Mężczyzna";
"Burmistrz Miasta Kamienna Góra";4;"WILEŃSKI Arkadiusz Rafał";"KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA";"KWW WSPÓŁPRACA";45;"wyższe";"Kamienna Góra";"020701";"m. Kamienna Góra";"";"nie należy do partii politycznej";;;;"m. Kamienna Góra";"020701";"Mężczyzna";
"Wójt Gminy Kamienna Góra";1;"STRAUS Patryk Piotr";"KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA";"KWW WSPÓŁPRACA";43;"wyższe";"Pisarzowice";"020702";"gm. Kamienna Góra";"";"nie należy do partii politycznej";;;;"gm. Kamienna Góra";"020702";"Mężczyzna";
"Burmistrz Miasta Lubawka";1;"ANTONIEWSKI Sławomir";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";53;"wyższe";"Lubawka";"020703";"gm. Lubawka";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Lubawka";"020703";"Mężczyzna";
"Burmistrz Miasta Lubawka";2;"BEMBENEK-SUSZEK Renata Zofia";"KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA";"KWW WSPÓŁPRACA";37;"średnie";"Bukówka";"020703";"gm. Lubawka";"";"nie należy do partii politycznej";;;;"gm. Lubawka";"020703";"Kobieta";
"Burmistrz Miasta Lubawka";3;"OŁDAK Michał Jan";"KOMITET WYBORCZY WYBORCÓW MICHAŁ OŁDAK RAZEM";"KWW MICHAŁ OŁDAK RAZEM";38;"średnie";"Lubawka";"020703";"gm. Lubawka";"";"nie należy do partii politycznej";;;;"gm. Lubawka";"020703";"Mężczyzna";
"Burmistrz Miasta Lubawka";4;"WOJDYŁA Andrzej Marian";"KOMITET WYBORCZY WYBORCÓW ANDRZEJ WOJDYŁA";"KWW ANDRZEJ WOJDYŁA";68;"wyższe";"Lubawka";"020703";"gm. Lubawka";"";"nie należy do partii politycznej";;;;"gm. Lubawka";"020703";"Mężczyzna";
"Wójt Gminy Marciszów";1;"CEPIELIK Wiesław Waldemar";"KOMITET WYBORCZY WYBORCÓW WSPÓŁPRACA";"KWW WSPÓŁPRACA";50;"wyższe";"Marciszów";"020704";"gm. Marciszów";"";"nie należy do partii politycznej";;;;"gm. Marciszów";"020704";"Mężczyzna";
"Wójt Gminy Marciszów";2;"CHĘCIŃSKI Dawid Stanisław";"KOMITET WYBORCZY WYBORCÓW DAWIDA CHĘCIŃSKIEGO";"KWW DAWIDA CHĘCIŃSKIEGO";42;"średnie";"Marciszów";"020704";"gm. Marciszów";"";"nie należy do partii politycznej";;;;"gm. Marciszów";"020704";"Mężczyzna";
"Wójt Gminy Marciszów";3;"ZAWIERUCHA Stefan Adam";"KOMITET WYBORCZY WYBORCÓW „NASZA GMINA, NASZ DOM”";"KWW „NASZA GMINA, NASZ DOM”";70;"wyższe";"Marciszów";"020704";"gm. Marciszów";"";"nie należy do partii politycznej";;;;"gm. Marciszów";"020704";"Mężczyzna";
"Burmistrz Miasta Duszniki-Zdrój";1;"KOWAL Robert";"KOMITET WYBORCZY WYBORCÓW ROBERTA KOWALA";"KWW ROBERTA KOWALA";51;"zawodowe";"Duszniki-Zdrój";"020801";"m. Duszniki-Zdrój";"";"nie należy do partii politycznej";;;;"m. Duszniki-Zdrój";"020801";"Mężczyzna";
"Burmistrz Miasta Duszniki-Zdrój";2;"KUKLIS Przemysław";"KOMITET WYBORCZY WYBORCÓW PRZEMYSŁAWA KUKLISA-POROZUMIENIE DLA DUSZNIK-ZDROJU";"KWW PRZEMYSŁAWA KUKLISA";50;"wyższe";"Witów";"020809";"gm. Lewin Kłodzki";"";"nie należy do partii politycznej";;;;"m. Duszniki-Zdrój";"020801";"Mężczyzna";
"Burmistrz Miasta Kłodzka";1;"GLIŃSKA Barbara Wanda";"KOMITET WYBORCZY WYBORCÓW BARBARY GLIŃSKIEJ KŁODZKO PRZYJAZNE MIESZKAŃCOM";"KWW BARBARY GLIŃSKIEJ KPM";52;"wyższe";"Kłodzko";"020802";"m. Kłodzko";"";"nie należy do partii politycznej";;;;"m. Kłodzko";"020802";"Kobieta";
"Burmistrz Miasta Kłodzka";2;"KOBAK Jolanta Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";67;"wyższe";"Kłodzko";"020802";"m. Kłodzko";"";"członek partii politycznej: Prawo i Sprawiedliwość";;;;"m. Kłodzko";"020802";"Kobieta";
"Burmistrz Miasta Kłodzka";3;"PISZKO Michał Jan";"KOMITET WYBORCZY WYBORCÓW MICHAŁA PISZKO „LUBIĘ KŁODZKO”";"KWW MICHAŁA PISZKO „LUBIĘ KŁODZKO”";43;"wyższe";"Kłodzko";"020802";"m. Kłodzko";"";"nie należy do partii politycznej";;;;"m. Kłodzko";"020802";"Mężczyzna";
"Burmistrz Miasta Kudowa-Zdrój";1;"POTOCZNA Aneta Ewa";"KOMITET WYBORCZY WYBORCÓW ANETY POTOCZNEJ";"KWW ANETY POTOCZNEJ";50;"wyższe";"Kudowa-Zdrój";"020803";"m. Kudowa-Zdrój";"";"nie należy do partii politycznej";;;;"m. Kudowa-Zdrój";"020803";"Kobieta";
"Burmistrz Miasta Nowa Ruda";1;"GRYGORCEWICZ Paweł Piotr";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";33;"wyższe";"Nowa Ruda";"020804";"m. Nowa Ruda";"";"członek partii politycznej: PiS";;;;"m. Nowa Ruda";"020804";"Mężczyzna";
"Burmistrz Miasta Nowa Ruda";2;"KILIŃSKI Tomasz Jacek";"KOMITET WYBORCZY WYBORCÓW TOMASZ KILIŃSKI";"KWW TOMASZ KILIŃSKI";52;"wyższe";"Nowa Ruda";"020804";"m. Nowa Ruda";"";"nie należy do partii politycznej";;;;"m. Nowa Ruda";"020804";"Mężczyzna";
"Burmistrz Miasta Polanica-Zdrój";1;"JELLIN Mateusz Krzysztof";"KOMITET WYBORCZY WYBORCÓW MATEUSZA JELLINA";"KWW MATEUSZA JELLINA";42;"wyższe";"Polanica-Zdrój";"020805";"m. Polanica-Zdrój";"";"nie należy do partii politycznej";;;;"m. Polanica-Zdrój";"020805";"Mężczyzna";
"Burmistrz Bystrzycy Kłodzkiej";1;"POKORA Artur Jan";"KOMITET WYBORCZY WYBORCÓW ARTURA POKORY";"KWW ARTURA POKORY";58;"wyższe";"Bystrzyca Kłodzka";"020806";"gm. Bystrzyca Kłodzka";"popierany przez partię polityczną: Platforma Obywatelska RP";"nie należy do partii politycznej";;;;"gm. Bystrzyca Kłodzka";"020806";"Mężczyzna";
"Burmistrz Bystrzycy Kłodzkiej";2;"SURMA Renata Lucyna";"KOMITET WYBORCZY WYBORCÓW RENATY SURMY";"KWW RENATY SURMY";58;"wyższe";"Stary Waliszów";"020806";"gm. Bystrzyca Kłodzka";"";"nie należy do partii politycznej";;;;"gm. Bystrzyca Kłodzka";"020806";"Kobieta";
"Burmistrz Bystrzycy Kłodzkiej";3;"SZYMANEK Marcin Piotr";"KOMITET WYBORCZY WYBORCÓW MARCINA SZYMANKA";"KWW MARCINA SZYMANKA";44;"wyższe";"Polanica Zdrój";"020805";"m. Polanica-Zdrój";"";"nie należy do partii politycznej";;;;"gm. Bystrzyca Kłodzka";"020806";"Mężczyzna";
"Wójt Gminy Kłodzko";1;"JANOSZEK-BADECKA Iwona Monika";"KOMITET WYBORCZY WYBORCÓW IWONY JANOSZEK-BADECKIEJ";"KWW IWONY JANOSZEK-BADECKIEJ";39;"wyższe";"Wojbórz";"020807";"gm. Kłodzko";"popierana przez partię polityczną: Prawo i Sprawiedliwość";"nie należy do partii politycznej";;;;"gm. Kłodzko";"020807";"Kobieta";
"Wójt Gminy Kłodzko";2;"TUR Zbigniew Józef";"KOMITET WYBORCZY WYBORCÓW ZBIGNIEWA TURA";"KWW ZBIGNIEWA TURA";60;"wyższe";"Podzamek";"020807";"gm. Kłodzko";"";"członek partii politycznej: Polskie Stronnictwo Ludowe";;;;"gm. Kłodzko";"020807";"Mężczyzna";
"Burmistrz Lądka-Zdroju";1;"NOWICKI Tomasz";"KOMITET WYBORCZY WYBORCÓW NASZ LĄDEK";"KWW NASZ LĄDEK";45;"wyższe";"Lądek-Zdrój";"020808";"gm. Lądek-Zdrój";"";"nie należy do partii politycznej";;;;"gm. Lądek-Zdrój";"020808";"Mężczyzna";
"Burmistrz Lądka-Zdroju";2;"PIWOWAR Alicja Aleksandra";"KOMITET WYBORCZY WYBORCÓW ALICJI PIWOWAR";"KWW ALICJI PIWOWAR";43;"wyższe";"Lądek-Zdrój";"020808";"gm. Lądek-Zdrój";"";"nie należy do partii politycznej";;;;"gm. Lądek-Zdrój";"020808";"Kobieta";
"Wójt Gminy Lewin Kłodzki";1;"KLIMEK-SZYMANOWICZ Joanna Barbara";"KOMITET WYBORCZY WYBORCÓW JOANNY KLIMEK-SZYMANOWICZ";"KWW JOANNY KLIMEK-SZYMANOWICZ";38;"wyższe";"Kocioł";"020809";"gm. Lewin Kłodzki";"";"nie należy do partii politycznej";;;;"gm. Lewin Kłodzki";"020809";"Kobieta";
"Burmistrz Miasta i Gminy Międzylesie";1;"KORCZAK Tomasz";"KOMITET WYBORCZY WYBORCÓW FORUM TOMASZA KORCZAKA";"KWW FORUM TOMASZA KORCZAKA";61;"wyższe";"Międzylesie";"020810";"gm. Międzylesie";"";"nie należy do partii politycznej";;;;"gm. Międzylesie";"020810";"Mężczyzna";
"Wójt Gminy Nowa Ruda";1;"MIERZEJEWSKA Adrianna";"KOMITET WYBORCZY WYBORCÓW ADRIANNY MIERZEJEWSKIEJ";"KWW ADRIANNY MIERZEJEWSKIEJ";53;"wyższe";"Bożków";"020811";"gm. Nowa Ruda";"";"nie należy do partii politycznej";;;;"gm. Nowa Ruda";"020811";"Kobieta";
"Wójt Gminy Nowa Ruda";2;"SZAFRAN Paweł";"KOMITET WYBORCZY WYBORCÓW GMINA Z PRZYSZŁOŚCIĄ";"KWW GMINA Z PRZYSZŁOŚCIĄ";46;"wyższe";"Nowa Ruda";"020804";"m. Nowa Ruda";"";"nie należy do partii politycznej";;;;"gm. Nowa Ruda";"020811";"Mężczyzna";
"Wójt Gminy Nowa Ruda";3;"WOLAN-NIEMCZYK Renata";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";53;"wyższe";"Ludwikowice Kłodzkie";"020811";"gm. Nowa Ruda";"";"członek partii politycznej: Platforma Obywatelska RP";;;;"gm. Nowa Ruda";"020811";"Kobieta";
"Burmistrz Miasta i Gminy Radków";1;"BEDNARCZYK Jan Karol";"KOMITET WYBORCZY WYBORCÓW ODNOWA DLA RADKOWA";"KWW ODNOWA DLA RADKOWA";73;"średnie";"Radków";"020812";"gm. Radków";"";"nie należy do partii politycznej";;;;"gm. Radków";"020812";"Mężczyzna";
"Burmistrz Miasta i Gminy Radków";2;"ORMAN Mateusz Marcin";"KOMITET WYBORCZY WYBORCÓW BLIŻEJ LUDZI MATEUSZ ORMAN";"KWW BLIŻEJ LUDZI MATEUSZ ORMAN";33;"wyższe";"Radków";"020812";"gm. Radków";"";"nie należy do partii politycznej";;;;"gm. Radków";"020812";"Mężczyzna";
"Burmistrz Stronia Śląskiego";1;"CHROMIEC Dariusz Janusz";"KOMITET WYBORCZY WYBORCÓW DARIUSZA CHROMCA";"KWW DARIUSZA CHROMCA";56;"wyższe";"Stronie Śląskie";"020813";"gm. Stronie Śląskie";"";"nie należy do partii politycznej";;;;"gm. Stronie Śląskie";"020813";"Mężczyzna";
"Burmistrz Stronia Śląskiego";2;"ERDMAŃSKI Tomasz Robert";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA STRONIA";"KWW WSPÓLNIE DLA STRONIA";48;"wyższe";"Stronie Śląskie";"020813";"gm. Stronie Śląskie";"";"nie należy do partii politycznej";;;;"gm. Stronie Śląskie";"020813";"Mężczyzna";
"Burmistrz Stronia Śląskiego";3;"MAZUREK Tomasz Maciej";"KOMITET WYBORCZY WYBORCÓW NASZA GMINA-NASZA PRZYSZŁOŚĆ";"KWW NASZA GMINA-NASZA PRZYSZŁOŚĆ";51;"wyższe";"Lądek-Zdrój";"020808";"gm. Lądek-Zdrój";"";"nie należy do partii politycznej";;;;"gm. Stronie Śląskie";"020813";"Mężczyzna";
"Burmistrz Stronia Śląskiego";4;"STOŁYPKO Marzena";"KOMITET WYBORCZY WYBORCÓW MARZENA STOŁYPKO";"KWW MARZENA STOŁYPKO";49;"wyższe";"Stara Morawa";"020813";"gm. Stronie Śląskie";"";"nie należy do partii politycznej";;;;"gm. Stronie Śląskie";"020813";"Kobieta";
"Burmistrz Szczytnej";1;"HAWAŁEJ Krzysztof Łukasz";"KOMITET WYBORCZY WYBORCÓW KRZYSZTOFA HAWAŁEJA";"KWW KRZYSZTOFA HAWAŁEJA";42;"średnie";"Szczytna";"020814";"gm. Szczytna";"";"nie należy do partii politycznej";;;;"gm. Szczytna";"020814";"Mężczyzna";
"Burmistrz Szczytnej";2;"ROGUZ Bartosz";"KOMITET WYBORCZY WYBORCÓW WSPÓLNIE DLA ROZWOJU";"KWW WSPÓLNIE DLA ROZWOJU";40;"wyższe";"Szczytna";"020814";"gm. Szczytna";"";"nie należy do partii politycznej";;;;"gm. Szczytna";"020814";"Mężczyzna";
"Burmistrz Szczytnej";3;"ŻAK Krzysztof Adam";"KOMITET WYBORCZY WYBORCÓW PAWŁA BARTCZAKA";"KWW PAWŁA BARTCZAKA";48;"wyższe";"Szczytna";"020814";"gm. Szczytna";"";"nie należy do partii politycznej";;;;"gm. Szczytna";"020814";"Mężczyzna";
"Burmistrz Miasta Chojnowa";1;"PETROCZKO Anna";"KOMITET WYBORCZY WYBORCÓW CHOJNÓW INICJATYWY";"KWW CHOJNÓW INICJATYWY";43;"wyższe";"Chojnów";"020901";"m. Chojnów";"";"członek partii politycznej: Lewica Razem";;;;"m. Chojnów";"020901";"Kobieta";
"Burmistrz Miasta Chojnowa";2;"SERKIES Jan";"KOMITET WYBORCZY WYBORCÓW ROZWÓJ CHOJNOWA";"KWW ROZWÓJ CHOJNOWA";64;"wyższe";"Chojnów";"020901";"m. Chojnów";"";"nie należy do partii politycznej";;;;"m. Chojnów";"020901";"Mężczyzna";
"Wójt Gminy Chojnów";1;"PYRZ Andrzej";"KOMITET WYBORCZY WYBORCÓW GMINA CHOJNÓW - NASZ WSPÓLNY DOM";"KWW GMINA CHOJNÓW - NASZ WSPÓLNY DOM";47;"wyższe";"Krzywa";"020902";"gm. Chojnów";"";"nie należy do partii politycznej";;;;"gm. Chojnów";"020902";"Mężczyzna";
