"Sejmik";"Nr okręgu";"Nr listy";"Pozycja na liście";"Nazwisko i imiona";"Nazwa komitetu";"Skrót nazwy komitetu";"Wiek";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy uzyskał mandat";"Województwo";"TERYT Województwa";"Płeć";"Liczba głosów ważnych oddanych w okręgu"
"Sejmik Województwa Śląskiego";2;6;3;"BRZĄKALIK Grażyna Katarzyna";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";48;"Ornontowice";"240804";"gm. Ornontowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;6;4;"KIEŁB Paweł Wojciech";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";22;"Tychy";"247701";"m. Tychy";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;6;5;"SZYDA-TOMZIK Marzena Wioletta";"KOMITET WYBORCZY STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";"KW STOWARZYSZENIE „BEZPARTYJNI SAMORZĄDOWCY”";48;"Częstochowa";"246401";"m. Częstochowa";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;7;1;"MOL Maciej Piotr";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";56;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;7;2;"KWIECIEŃ Joanna Maria";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";70;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;7;3;"CZECHOWSKA Bożena Iwona";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";56;"Mysłowice";"247001";"m. Mysłowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;7;4;"LUTEK Adrian Patryk";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";27;"Świętochłowice";"247601";"m. Świętochłowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;7;5;"TORBUS Danuta";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";61;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;7;6;"KOPYTO Dariusz Piotr";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";47;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;7;7;"ŚLIWKA Beata Katarzyna";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";51;"Wyry";"240805";"gm. Wyry";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;7;8;"PRYMECKA Anna Helena";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KW PL!SP";36;"Bytom";"246201";"m. Bytom";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;9;1;"CYBULSKI Roman Szczepan";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";42;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;9;2;"STACHERCZAK Katarzyna Martyna";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";40;"Gliwice";"246601";"m. Gliwice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;9;3;"SZYMCZUK-SZUMA Aleksandra";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";44;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;9;4;"SZUMA Dominik Dobiesław";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";18;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;9;5;"CYBULSKA Aleksandra Dorota";"KOMITET WYBORCZY WYBORCÓW RUCH OBRONY POLSKI";"KWW RUCH OBRONY POLSKI";42;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;10;1;"BELICZYŃSKI Artur Bogusław";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";65;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;10;2;"BRZEZIŃSKI Krzysztof Adam";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";60;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;10;3;"KŁECZEK Maciej Marek";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";48;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;10;4;"KOWALSKA Iwona Henryka";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";70;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;10;5;"PĘDRAS Grażyna Mieczysława";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";70;"Sosnowiec";"247501";"m. Sosnowiec";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;10;6;"SZCZYRBOWSKA Anna Maria";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";29;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;10;7;"TOTOŚ Filip Jarosław";"KOMITET WYBORCZY KOALICJA SAMORZĄDOWA OK SAMORZĄD";"KW KOALICJA SAMORZĄDOWA OK SAMORZĄD";34;"Psary";"240106";"gm. Psary";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;11;1;"JELONEK Aleksandra Elżbieta";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";55;"Chorzów";"246301";"m. Chorzów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;11;2;"VORREITER Wojciech Grzegorz";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";59;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;11;3;"KASPRZYK Marcin Józef";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";41;"Bieruń Nowy";"241401";"m. Bieruń";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;11;4;"SOWA Gabriela Krystyna";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";67;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;11;5;"PUSTELNIK Karol Marek";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";24;"Pawłowice";"241004";"gm. Pawłowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;11;6;"HANDERMANDER-LEWICKA Małgorzata Anna";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";58;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;11;7;"GEDIGA Jerzy Wacław";"KOMITET WYBORCZY ŚLONZOKI RAZEM";"KW ŚLONZOKI RAZEM";73;"Miasteczko Śląskie";"241302";"m. Miasteczko Śląskie";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;13;1;"RESZKE Rafał Jakub";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";48;"Tychy";"247701";"m. Tychy";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;13;2;"ADAMCZYK Tomasz Paweł";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";36;"Tychy";"247701";"m. Tychy";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;13;3;"KURTYCZ Elżbieta Agnieszka";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";27;"Tychy";"247701";"m. Tychy";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;13;4;"MŁYNARSKI Marek Andrzej";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";70;"Tychy";"247701";"m. Tychy";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;13;5;"OLENDER Elżbieta Marianna";"KOMITET WYBORCZY NORMALNY KRAJ";"KW NORMALNY KRAJ";73;"Szczyrk";"240201";"m. Szczyrk";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;14;1;"NOWARA Marek Józef";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";38;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;14;2;"KAPICA Ewa Małgorzata";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";37;"Pszczyna";"241005";"gm. Pszczyna";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;14;3;"MELON Marcin Rafał";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";45;"Bielsko-Biała";"246101";"m. Bielsko-Biała";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;14;4;"CHRUŚCIK Barbara Jadwiga";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";68;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;14;5;"BINKOWSKI Damian";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";28;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;14;6;"BAINKA Marta Magdalena";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";30;"Bieruń";"241401";"m. Bieruń";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;14;7;"SKOWRON Tomasz Marek";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";25;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";2;14;8;"GORZELIK Anna Katarzyna";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";26;"Katowice";"246901";"m. Katowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";2;14;9;"KUBICA Leon Emil";"KOMITET WYBORCZY RUCH AUTONOMII ŚLĄSKA";"KW RUCH AUTONOMII ŚLĄSKA";73;"Mysłowice";"247001";"m. Mysłowice";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;1;"KAŁUŻA Wojciech Jan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";43;"Żory";"247901";"m. Żory";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;2;"DWORNIK Łukasz";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";47;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;3;"KLOC-KONDRACKA Julia Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";34;"Kobiór";"241002";"gm. Kobiór";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;1;4;"SZCZĘSNY Jarosław Zbigniew";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";54;"Olza";"241506";"gm. Gorzyce";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;5;"MATUSIAK Paulina";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";36;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;1;6;"LABUS Jerzy Jan";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";86;"Świerklany";"241205";"gm. Świerklany";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;7;"MURA Sylwia Maria";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";35;"Owsiszcze";"241104";"gm. Krzyżanowice";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;1;8;"WRONA Bogumił Andrzej";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";69;"Wodzisław Śląski";"241504";"m. Wodzisław Śląski";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;1;9;"CYGAŃCZUK Barbara Dorota";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KW PRAWO I SPRAWIEDLIWOŚĆ";71;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;2;1;"BOCZEK Hanna Dorota";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";25;"Świerklany";"241205";"gm. Świerklany";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;2;2;"SONGIN Marek";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";52;"Racibórz";"241101";"m. Racibórz";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;2;3;"GRABIEC Jarosław";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";29;"Pszów";"241501";"m. Pszów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;2;4;"TKOCZ Bogdan Jan";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";50;"Łaziska Górne";"240801";"m. Łaziska Górne";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;2;5;"KASPRUS Martyna Paulina";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";30;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;2;6;"GRZEGOSZCZYK Jerzy Michał";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";39;"Skrzyszów";"241505";"gm. Godów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;2;7;"HOŁOWACZ-PYT Weronika";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";37;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;2;8;"ŁATKOWSKA Daria Adriana";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";35;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;2;9;"FRANKE Mateusz Mirosław";"KOMITET WYBORCZY WYBORCÓW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";"KWW KONFEDERACJA I BEZPARTYJNI SAMORZĄDOWCY";34;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;3;1;"KARASEK Bronisław";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";64;"Gołkowice";"241505";"gm. Godów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;3;2;"WOLNY Iwona Joanna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";31;"Racibórz";"241101";"m. Racibórz";"popierana przez partię polityczną: Polska 2050 Szymona Hołowni";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;3;3;"KUŚ Anna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";39;"Wyry";"240805";"gm. Wyry";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;3;4;"OSUBNIAK Jolanta Anna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";41;"Żory";"247901";"m. Żory";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;3;5;"MACHNIK Sylwia";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";67;"Turze";"241105";"gm. Kuźnia Raciborska";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;3;6;"DOBRZAŃSKA Katarzyna Joanna";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";48;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;3;7;"WOLLNY Waldemar Paweł";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";61;"Rydułtowy";"241503";"m. Rydułtowy";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;3;8;"HULIM Marcin Czesław";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";46;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;3;9;"KOZIELSKI Mateusz Jan";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";30;"Świerklany";"241205";"gm. Świerklany";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;4;1;"RUSZKIEWICZ Mirosław Tadeusz";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";51;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;4;2;"SPYCHAŁA-DŁUGOSZ Iwona Agnieszka";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";54;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;4;3;"LIGAS Jarosław Piotr";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";50;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;4;4;"AUGUŚCIK Ewelina Barbara";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";37;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;4;5;"BIELAWSKI Andrzej Kazimierz";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";74;"Żory";"247901";"m. Żory";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;4;6;"SMOLIŃSKI Zdzisław";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";29;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;4;7;"GAJDA Katarzyna Renata";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";39;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;4;8;"WALISZEWSKA Maria Teresa";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";66;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;4;9;"KOŁODZIEJ Paweł";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KKW LEWICA";61;"Pszów";"241501";"m. Pszów";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;5;1;"WOLNIK Grzegorz Wojciech";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";59;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;5;2;"GADOWSKA Barbara Bronisława";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";61;"Jastrzębie-Zdrój";"246701";"m. Jastrzębie-Zdrój";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;5;3;"CHMIELORZ Ewa Danuta";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";50;"Mikołów";"240802";"m. Mikołów";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;5;4;"UHEREK Marian Antoni";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";69;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;5;5;"CHROBOCZEK-WIERZCHOWSKA Sabina Krystyna";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";47;"Kuźnia Raciborska";"241105";"gm. Kuźnia Raciborska";"";;;;;"śląskie";"240000";"Kobieta";
"Sejmik Województwa Śląskiego";3;5;6;"STOKŁOSA Michał Tomasz";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";40;"Bełk";"241201";"gm. Czerwionka-Leszczyny";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;5;7;"PORWOŁ Mateusz Adam";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";31;"Jankowice";"241105";"gm. Kuźnia Raciborska";"";;;;;"śląskie";"240000";"Mężczyzna";
"Sejmik Województwa Śląskiego";3;5;8;"MARCINIAK Monika Bożena";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KKW KOALICJA OBYWATELSKA";42;"Rybnik";"247301";"m. Rybnik";"";;;;;"śląskie";"240000";"Kobieta";
